Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_NA,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NA,YearsSinceSale,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
712,50,66.0,8712,1,0,3,1,4,7,1900,1950,0.0,2,2,3.0,3.0,2.0,1.0,0,1.0,0,859,859,4,1,5.0,859,319,0,1163,0,0,1,0,2,1,3,7,8,0,0.0,1964.0,2,1,384,3,3,1,68,0,98,0,0,0,0,102788,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,16.083333333333258,False,False,False,False,False,False,False,True,False,False,False,False,False
1050,20,60.0,11100,1,0,3,0,4,7,1946,2006,0.0,2,2,2.0,3.0,0.0,4.0,0,1.0,0,0,0,5,1,5.0,930,0,0,924,0,0,1,0,2,1,4,6,8,0,0.0,1946.0,1,1,308,3,3,3,0,0,0,0,0,0,0,84889,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,15.833333333333258,False,False,False,False,False,False,False,True,False,False,False,False,False
311,60,70.0,7685,1,1,3,0,6,5,1993,1994,112.0,2,2,4.0,3.0,1.0,5.0,518,1.0,0,179,697,4,1,5.0,697,804,0,1497,0,0,2,1,3,1,4,6,8,1,3.0,1993.0,3,2,420,3,3,3,190,63,0,0,0,0,0,165527,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,19.75,False,False,False,False,False,False,False,True,False,False,False,True,False
572,20,60.0,7332,1,0,3,0,6,6,1959,1959,207.0,2,2,3.0,3.0,1.0,4.0,414,1.0,0,450,864,5,1,5.0,864,0,0,854,1,0,1,0,2,1,4,4,8,0,0.0,1959.0,1,1,288,3,3,3,168,0,0,0,0,0,0,119941,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,19.333333333333258,False,False,False,False,False,False,False,True,False,False,False,False,False
918,20,70.0,17140,1,0,3,0,4,6,1956,1956,0.0,2,2,3.0,3.0,1.0,5.0,1059,1.0,0,75,1134,5,1,4.0,1229,0,0,1223,0,0,1,0,3,1,3,6,8,0,0.0,1956.0,2,1,284,3,3,3,0,0,0,0,0,0,0,135289,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,16.833333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
603,60,80.0,10041,1,1,3,0,8,5,1992,1992,0.0,3,2,4.0,3.0,2.0,6.0,789,1.0,0,119,908,5,1,5.0,927,988,0,1922,1,0,2,1,3,1,4,8,8,1,3.0,1992.0,3,2,506,3,3,3,120,150,0,0,0,0,0,220108,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,20.0,False,False,False,False,False,False,False,True,False,False,False,False,False
290,70,60.0,8730,1,0,3,0,6,7,1915,2003,0.0,2,2,3.0,3.0,1.0,1.0,0,1.0,0,698,698,5,1,4.0,698,698,0,1416,0,0,1,0,3,1,3,7,8,0,0.0,2003.0,1,1,384,3,3,3,0,0,0,0,259,0,0,153769,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,18.583333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
429,20,64.0,6762,1,0,3,0,7,5,2007,2007,108.0,3,2,4.0,3.0,1.0,6.0,664,1.0,0,544,1208,5,1,5.0,1208,0,0,1215,1,0,2,0,2,1,4,6,8,0,0.0,2007.0,2,2,628,3,3,3,105,54,0,0,0,0,0,195337,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,18.416666666666515,False,False,False,False,False,True,False,False,False,False,False,False,True
1086,85,73.0,9069,1,0,3,0,6,6,1992,1992,0.0,2,2,4.0,3.0,3.0,6.0,747,1.0,0,189,936,5,1,5.0,996,0,0,998,1,0,1,0,2,1,4,5,8,0,0.0,1992.0,1,2,564,3,3,3,120,0,0,0,0,0,0,146926,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,15.833333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
209,60,70.0,14364,1,1,3,1,7,5,1988,1989,128.0,3,2,4.0,3.0,4.0,6.0,1065,1.0,0,92,1157,5,1,5.0,1180,882,0,2061,1,0,2,1,3,1,3,7,8,1,4.0,1988.0,3,2,454,3,3,3,60,55,0,0,154,0,0,276910,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,18.833333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
681,120,50.0,8012,1,0,3,0,6,5,1980,1980,0.0,2,2,4.0,3.0,1.0,4.0,543,4.0,119,261,923,3,1,5.0,923,0,0,912,0,0,2,0,2,1,3,5,8,1,3.0,1980.0,2,1,264,3,3,3,80,0,0,0,0,0,0,142697,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,15.75,False,False,False,False,False,False,False,True,False,False,False,True,False
354,30,60.0,8520,1,0,3,0,6,8,1928,2003,0.0,2,3,3.0,3.0,1.0,1.0,0,1.0,0,624,624,4,1,5.0,720,0,0,722,0,0,1,0,2,1,3,5,8,0,0.0,2005.0,1,2,484,3,3,3,106,0,0,0,0,0,0,105915,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,15.75,False,False,False,False,False,False,False,True,False,False,False,True,False
325,80,96.0,11275,1,0,3,0,7,7,1967,2007,300.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,710,710,5,1,5.0,1898,1080,0,2989,0,0,2,1,5,1,4,11,8,1,4.0,1961.0,3,2,564,3,3,3,240,0,0,0,0,0,0,242041,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,15.666666666666515,False,False,False,False,False,False,False,True,False,False,False,True,False
